Ime;Višinska_razlika;Zahtevnost;Čas
Prestreljenik;1550;zahtevna označena pot;265
Prestreljenik;1350;zahtevna označena pot;225
Prestreljenik;1329;delno zahtevna označena pot;210
Prestreljenik;1590;zahtevna označena pot;345
Prestreljeniško okno;189;zahtevna označena pot;35
Prestreljeniško okno;1310;zelo zahtevna označena pot;285
Prestreljeniško okno;1291;zahtevna označena pot;270
Prevalski Stog;970;lahko brezpotje;220
Prevalski Stog;1000;delno zahtevna neoznačena pot;200
Prevalski Stog;1050;delno zahtevna neoznačena pot;300
Prevalski Stog;1525;delno zahtevna neoznačena pot;305
Prevalski Stog;1100;delno zahtevna neoznačena pot;320
Pri Banderi;1474;lahko brezpotje;220
Pri treh macesnih;1080;zelo zahtevna neoznačena steza;220
Prisank / Prisojnik;1000;zelo zahtevna označena pot;230
Prisank / Prisojnik;1000;zahtevna označena pot;210
Prisank / Prisojnik;1000;zelo zahtevna označena pot;210
Prisank / Prisojnik;1350;zelo zahtevna označena pot;300
Prisank / Prisojnik;1350;zelo zahtevna označena pot;360
Prisank / Prisojnik;1035;zahtevna označena pot;225
Prisank / Prisojnik;1035;zelo zahtevna označena pot;240
Prisank / Prisojnik;1035;zelo zahtevna označena pot;225
Prisank / Prisojnik;1085;zelo zahtevna označena pot;285
Prisank / Prisojnik;1365;zelo zahtevna označena pot;375
Prisank / Prisojnik;1100;zelo zahtevna označena pot;300
Pršivec;411;lahka označena pot;90
Pršivec;614;lahka označena pot;150
Pršivec;1161;lahka označena pot;225
Pršivec;570;lahka označena pot;140
Pršivec;1108;zahtevna označena pot;225
Pršivec;614;lahka označena pot;150
Pršivec;1250;izjemno zahtevna označena pot;300
Prvi Vogel;1034;lahko brezpotje;240
Prvi Vogel;1080;lahko brezpotje;285
Raskovec;800;lahko brezpotje;145
Raskovec;1050;lahka neoznačena steza;225
Raskovec;780;lahko brezpotje;160
Raskovec;1065;lahka neoznačena steza;210
Raskovec;915;lahko brezpotje;165
Raskovec;1290;lahko brezpotje;270
Razor;1990;zelo zahtevna označena pot;360
Razor;1350;zelo zahtevna označena pot;360
Razor;1850;zelo zahtevna označena pot;390
Razor;2000;zelo zahtevna označena pot;430
Rdeči rob;1500;lahko brezpotje;345
Rdeči rob;1600;lahka neoznačena steza;300
Rdeči rob;1456;lahka označena pot, delno zahtevna neoznačena pot;270
Rečiška planina;900;lahka označena pot;225
Rečiška planina;495;lahka neoznačena steza;130
Rečiška planina;295;lahka neoznačena steza;95
Rečiška planina;915;lahka označena pot;210
Ribenska gora;121;lahka označena pot;20
Rigeljc;700;lahko brezpotje;180
Rigljica;1500;alpinistični vzpon;300
Risnati rob (Polevec);768;lahko brezpotje;120
Risnati rob (Polevec);797;delno zahtevna neoznačena pot;135
Rjavina;1610;zelo zahtevna označena pot;300
Rjavina;1750;zahtevna označena pot;360
Rjavina;1630;zahtevno brezpotje;320
Rjavina;1700;zelo zahtevna označena pot;360
Rjavina;1700;zahtevna označena pot;390
Rjavina;1700;zahtevna označena pot;405
Rjavina;1750;zelo zahtevno brezpotje;480
Rjavina;1400;zahtevna označena pot;450
Rjavina;1450;zahtevna označena pot;470
Rjavo jezero;1150;lahka označena pot;285
Rjavo jezero;1400;zahtevna označena pot;285
Rjavo jezero;1200;delno zahtevna označena pot;300
Rjavo jezero;1030;lahka označena pot;300
Rodica;916;lahka označena pot;165
Rodica;936;lahka označena pot;150
Rodica;800;lahka označena pot;180
Rodica;1665;delno zahtevna označena pot;365
Rodica;1465;lahka označena pot;255
Rodica;935;lahka neoznačena steza;150
Rodica;1440;lahka neoznačena steza;240
Rodica;1241;lahka označena pot;210
Rodica;1275;lahka označena pot;255
Rogljica;1532;zelo zahtevno brezpotje;315
Rombon;1676;lahka označena pot;300
Rombon;1508;delno zahtevna označena pot;300
Rombon;550;delno zahtevna označena pot;300
Rombon;1400;delno zahtevna označena pot;405
Rombon;1400;delno zahtevna označena pot;390
Rudnica;445;lahka označena pot;75
Rudnica;400;lahka označena pot;100
Rudnica;450;lahka označena pot;105
Rudnica;390;lahka neoznačena steza;90
Rudnica;445;lahka označena pot;75
Rudnica;460;lahka označena pot;85
Rudnica;365;lahka neoznačena steza;90
Rudnica;455;lahka označena pot;85
Ruska kapelica;45;lahka označena pot;20
Rušnata glava;752;lahko brezpotje;170
Rušnata glava;1246;lahko brezpotje;225
Rušnata Mlinarica;935;zahtevna neoznačena steza;180
Rušnata Mlinarica;1318;zahtevna neoznačena steza;315
Rušnati vrh;650;lahko brezpotje;210
Rušnati vrh;1675;lahko brezpotje;390
Rušnati vrh;1470;lahko brezpotje;290
Rušni vrh;969;lahka neoznačena steza;140
Rušni vrh;1278;lahka neoznačena steza;185
Rušni vrh;1400;lahka neoznačena steza;200
Rušni vrh;1000;lahka neoznačena steza;290
Rušni vrh;1260;lahka neoznačena steza;270
Rušni vrh;715;lahka neoznačena steza;180
Rušni vrh;1540;lahka neoznačena steza;270
Rušni vrh;1095;lahka označena pot, lahka neoznačena steza;175
Rušni vrh;1085;lahka označena pot, lahka neoznačena steza;195
Rušni vrh;1285;lahka neoznačena steza;230
Rutarski Vršič;975;zahtevna označena pot, lahka neoznačena steza;180
Rutarski Vršič;1000;delno zahtevna neoznačena pot, lahko brezpotje;180
Rž;1588;zahtevno brezpotje;285
Rž;1523;zahtevno brezpotje;305
Rž;1523;zahtevno brezpotje;315
Rž;1725;zahtevno brezpotje;360
Šavnik;460;lahka označena pot;120
Šavnik;465;lahka označena pot;90
Šavnik;1059;lahka označena pot;180
Šavnik;301;lahka označena pot;45
Šavnik;284;lahka neoznačena steza;50
Šavnik;800;lahka označena pot;135
Šija;415;lahka označena pot;90
Šija;900;lahka označena pot;150
Šija;1350;lahka označena pot;265
Šija;830;lahka neoznačena steza;160
Šija;1325;lahka označena pot;240
Široka peč;1750;zelo zahtevno brezpotje;300
Šitna glava;476;lahka neoznačena steza;80
Škednjovec;1162;zelo zahtevno brezpotje;270
Škednjovec;1162;zelo zahtevno brezpotje;300
Škraplja;884;delno zahtevna označena pot;150
Škrbina (Mežakla);630;lahka označena pot;100
Škrbina (Mežakla);630;zahtevno brezpotje;100
Škrlatica;1800;zelo zahtevna označena pot;360
Škrlatica;2250;zelo zahtevna označena pot;450
Škrlatica;2440;zelo zahtevna označena pot;525
Škrlatica;3800;alpinistični vzpon;870
Škrlatica;1890;zelo zahtevna označena pot;485
Skutnik /Monte Guarda;1066;lahka označena pot;225
Skutnik/Torre Guarda;565;delno zahtevna neoznačena pot;120
Slap Beri;54;zahtevna označena pot;30
Slap Boka;300;lahka označena pot;40
Slap Boka;300;zahtevno brezpotje;75
Slap Mali Kozjak;30;lahka označena pot;20
Slap Mostnice;188;lahka označena pot;80
Slap Parabola;100;lahka označena pot;25
Slap Peričnik - spodnji slap;50;lahka označena pot;10
Slap Peričnik - spodnji slap;120;lahka označena pot;55
Slap Peričnik - spodnji slap;115;lahka označena pot;50
Slap Peričnik - zgornji slap;100;lahka označena pot;15
Slap Savica;141;lahka označena pot;20
Slap Slatenik;450;zahtevna neoznačena steza;105
Slap Sopota (Soupat);90;lahka označena pot;12
Slap Suha;350;lahka neoznačena steza;105
Slap Šum v Blejskem Vintgarju;40;lahka neoznačena steza;30
Slap Veliki Kozjak;50;lahka označena pot;25
Slap Virje;-50;lahka označena pot;10
Slapovi v Kotu;170;lahka neoznačena steza;60
Slatna;930;lahko brezpotje;180
Slatna;950;lahko brezpotje;200
Slatna;940;lahka neoznačena steza;225
Slatnik (jugovzhodni vrh);320;lahka označena pot;65
Slatnik (jugovzhodni vrh);330;lahka označena pot;70
Slatnik (jugovzhodni vrh);1105;lahka označena pot;205
Slatnik (jugovzhodni vrh);810;lahka označena pot;125
Slatnik (jugovzhodni vrh);1100;lahka označena pot;180
Slatnik (severozahodni vrh);350;lahka neoznačena steza;75
Slatnik (severozahodni vrh);332;lahka neoznačena steza;60
Slatnik (severozahodni vrh);1105;lahka označena pot;195
Slatnik (severozahodni vrh);810;lahka označena pot;135
Slatnik (severozahodni vrh);1105;lahka označena pot;190
Sleme;1402;lahka označena pot;255
Sleme;1255;delno zahtevna neoznačena pot, lahka označena pot;265
Sleme;1200;zahtevna neoznačena steza, lahka označena pot;240
Slemenova špica;350;lahka označena pot;75
Slemenova špica;803;lahka označena pot;130
Slemenova špica;803;zahtevna označena pot;130
Slemenova špica;430;lahka označena pot;85
Slemenova špica;1100;delno zahtevna neoznačena pot, zahtevna označena pot;225
Slemenova špica;1075;lahka označena pot;205
Šmarjetna glava;1315;zahtevno brezpotje;340
Šmarjetna glava;1715;zahtevno brezpotje;360
Šmarjetna glava;1725;zahtevno brezpotje;370
Šmarjetna glava;1700;zahtevno brezpotje;415
Šmihelovec;1255;zahtevno brezpotje, zahtevna označena pot;260
Šmihelovec;1565;zahtevno brezpotje, zelo zahtevna označena pot;410
Snežna jama na Mežakli;740;lahka označena pot;150
Sovna glava;139;lahka označena pot;30
Sovna glava;385;lahka označena pot;70
Sovna glava;864;lahka označena pot;160
Sovna glava;240;lahka označena pot;50
Sovna glava;245;lahka označena pot;45
Špik;1602;zahtevna označena pot;285
Špik;1600;zelo zahtevna označena pot;300
Špik;1585;zahtevna označena pot;290
Špik;1750;zelo zahtevna označena pot;330
Šplevta;1331;zahtevna neoznačena steza;285
Šplevta;1331;zahtevna neoznačena steza;270
Šplevta (Indijanec);1760;lahko brezpotje;330
Šplevta (Indijanec);1565;delno zahtevna označena pot, lahko brezpotje;360
Spodnja Vrbanova špica;1350;zelo zahtevna označena pot;240
Spodnje Kriško jezero;1230;lahka označena pot;220
Spodnji Goreljek (Pokljuka);260;lahka neoznačena steza;70
Spodnji Martuljkov slap;100;lahka označena pot;30
Spodnji Rokav;1500;alpinistični vzpon;300
Spodnji Stenar;1350;delno zahtevna označena pot, lahko brezpotje;300
Spominsko obeležje Aleš Kunaver;120;lahka neoznačena steza;25
Srednja Ponca;1120;zahtevna označena pot;195
Srednja Ponca;1299;zelo zahtevna označena pot;225
Srednji Selišnik;550;lahko brezpotje;135
Srednji Vogel;1079;lahko brezpotje;240
Srednji Vogel;1125;lahko brezpotje;285
Srednji vrh (na Matajurju);460;lahka označena pot;80
Srednji vrh (nad jezerom v Lužnici);1250;lahka označena pot, lahko brezpotje;250
Srednji vrh (nad jezerom v Lužnici);1650;lahka označena pot, lahko brezpotje;315
Srednji vrh (nad jezerom v Lužnici);1085;lahka označena pot, lahko brezpotje;210
Stadorski Orliči;700;zahtevno brezpotje;180
Stara koča na Kaninu;740;lahka označena pot;130
Stenar;1500;delno zahtevna označena pot;315
Stenar;1890;lahka označena pot;360
Stenar;1486;zahtevna neoznačena steza;300
Stenar;1750;zelo zahtevna označena pot;375
Stenar;1810;zelo zahtevna označena pot;410
Stol (Julijske Alpe);1145;delno zahtevna označena pot;190
Stol (Julijske Alpe);1500;lahka označena pot;255
Stol (Julijske Alpe);1332;lahka označena pot;240
Stol (Julijske Alpe);1300;delno zahtevna označena pot;285
Straža;136;lahka označena pot;30
Strug;1600;izjemno zahtevna označena pot;540
Studor;440;lahka neoznačena steza, lahko brezpotje;90
Studor;430;lahka neoznačena steza, lahko brezpotje;90
Studorski preval;552;lahka označena pot;120
Suha Rodica (Novi vrh);1000;lahko brezpotje;210
Suha Rodica (Novi vrh);955;lahko brezpotje;195
Suha Rodica (Novi vrh);950;lahko brezpotje;195
Suha Rodica (Novi vrh);1260;lahko brezpotje;255
Suhi vrh;600;zahtevno brezpotje;135
Sv. Peter in Pavel (Perati);120;lahka označena pot;20
Sveta Katarina na Homu;154;lahka neoznačena steza;50
Sveta Katarina na Homu;44;lahka neoznačena steza;45
Sveta Marjeta pod Stolom;423;lahka označena pot;75
Sveti Janez Krstnik (Ribčev Laz);65;lahka označena pot;195
Sveti Lenart (Bača pri Podbrdu);236;lahka označena pot;30
Sveti Lenart (Bodešče);59;lahka označena pot;35
Sveti Lenart (Bodešče);40;lahka označena pot;10
Svinjak;1193;delno zahtevna označena pot;195
Svinska planina;964;lahka označena pot;160
Teme;1230;zahtevno brezpotje;260
Teme (Hribarice);1500;lahko brezpotje;365
Teme (Hribarice);1500;lahko brezpotje;380
Tičarjev dom na Vršiču;725;zahtevna označena pot;180
Tičarjev dom na Vršiču;93;lahka označena pot;20
Tičarjev dom na Vršiču;732;lahka označena pot;130
Tolminski Kuk;1100;delno zahtevna označena pot;270
Tolminski Kuk;1800;zahtevna označena pot;375
Tolminski Kuk;1600;zahtevna neoznačena steza;345
Tolminski Kuk;1750;delno zahtevna označena pot;405
Tolminski Kuk;1315;zahtevna označena pot;285
Tolminski Kuk;1000;delno zahtevna označena pot;335
Tolminski Kuk;1625;lahka neoznačena steza, delno zahtevna označena pot;330
Tolminski Kuk;1161;lahka označena pot;240
Tolminski Kuk;1850;lahko brezpotje, zahtevna označena pot;375
Tolminski Kuk;1580;lahka neoznačena steza, delno zahtevna označena pot;375
Tolminski Kuk;1315;delno zahtevna označena pot;275
Tolminski Migovec;944;lahko brezpotje;180
Tonkina koča na Vršiču;154;lahka označena pot;30
Tonovcov grad pri Kobaridu;150;lahka označena pot;20
Tosc;950;lahka neoznačena steza;225
Tosc;1200;zahtevna označena pot, lahka neoznačena steza;255
Tosc;1000;lahko brezpotje;245
Tosc;1340;zahtevna označena pot, lahka neoznačena steza;260
Tosc;1330;delno zahtevna označena pot, zelo zahtevno brezpotje;300
Tosc;1850;zahtevna označena pot, lahka neoznačena steza;345
Travnik;1530;zahtevna neoznačena steza, lahko brezpotje;285
Travnik (pri Mojstrovkah);950;zahtevno brezpotje;270
Travnik (pri Mojstrovkah);915;delno zahtevna označena pot, zahtevno brezpotje;260
Trentski Pelc;1541;zelo zahtevno brezpotje;270
Triglav;1860;zelo zahtevna označena pot;360
Triglav;1650;zelo zahtevna označena pot;360
Triglav;1955;zelo zahtevna označena pot;370
Triglav;1849;zelo zahtevna označena pot;390
Triglav;1860;zelo zahtevna označena pot;370
Triglav;1934;zelo zahtevna označena pot;360
Triglav;2530;zelo zahtevna označena pot;525
Triglav;2215;zelo zahtevna označena pot;435
Triglav;1800;zelo zahtevna označena pot;390
Triglav;1650;zelo zahtevna označena pot;345
Triglav;1650;zelo zahtevna označena pot;370
Triglav;2050;zelo zahtevna označena pot;370
Triglav;1934;zelo zahtevna označena pot;345
Triglav;2000;lahko brezpotje, zelo zahtevna označena pot;380
Triglav;2215;zelo zahtevna označena pot;435
Triglav;2000;zahtevno brezpotje, zelo zahtevna označena pot;450
Triglav;1880;lahka neoznačena steza, zelo zahtevna označena pot;405
Triglav;1900;zelo zahtevna označena pot;375
Triglav;2400;zelo zahtevna označena pot;465
Triglav;2215;zelo zahtevna označena pot;435
Triglav;2000;zelo zahtevna označena pot;465
Triglav;2264;zelo zahtevna označena pot;450
Triglav;1750;zelo zahtevna označena pot;360
Triglav;1775;zelo zahtevna označena pot;380
Triglav;2214;zelo zahtevna označena pot, zahtevna neoznačena steza;450
Triglav;2000;zelo zahtevna označena pot;380
Triglav;2485;zelo zahtevna označena pot;465
Triglavski dom na Kredarici;1571;lahka označena pot;300
Triglavski dom na Kredarici;1500;zahtevna označena pot;320
Triglavski dom na Kredarici;1500;zelo zahtevna označena pot;290
Triglavski dom na Kredarici;1500;zahtevna označena pot;300
Triglavski dom na Kredarici;1400;zahtevna označena pot;300
Triglavski dom na Kredarici;1700;zahtevna označena pot;300
Triglavski dom na Kredarici;1990;zahtevna označena pot;450
Triglavski dom na Kredarici;1640;zahtevna označena pot;335
Triglavski dom na Kredarici;1525;zahtevna označena pot;330
Turn (nad Bohinjsko Belo);415;lahka neoznačena steza;100
Turn (nad Bohinjsko Belo);790;lahka neoznačena steza;195
Turn (nad Bohinjsko Belo);40;lahka neoznačena steza;30
Turn (nad Bohinjsko Belo);250;lahka neoznačena steza;100
Turn (nad Bohinjsko Belo);115;lahka neoznačena steza;40
Velika Baba;1340;lahka označena pot;240
Velika Baba;1515;lahko brezpotje;360
Velika Baba;1500;lahka neoznačena steza;335
Velika Baba;1615;lahka neoznačena steza;340
Velika Baba (Kanin);1079;zahtevna označena pot;195
Velika Črnelska špica;650;zahtevna označena pot;180
Velika Črnelska špica;1450;zahtevna označena pot;285
Velika Črnelska špica;1465;zahtevna označena pot;270
Velika Glava;1255;lahka označena pot, lahka neoznačena steza;240
Velika Glava;1269;delno zahtevna neoznačena pot;240
Velika korita Soče;50;lahka označena pot;20
Velika Martuljška Ponca;1800;zelo zahtevno brezpotje;420
Velika Mojstrovka;800;zahtevna neoznačena steza;150
Velika Montura;1275;lahka neoznačena steza;235
Velika Montura;1540;lahka neoznačena steza;330
Velika Tičarica;975;zahtevno brezpotje;230
Velika Tičarica;1438;zahtevno brezpotje;260
Velika Tičarica;930;zahtevno brezpotje;225
Velika Zelnarica;1173;lahka neoznačena steza;270
Velika Zelnarica;1500;delno zahtevna označena pot, lahko brezpotje;360
Velika Zelnarica;1700;zahtevna označena pot, lahko brezpotje;360
Velika Zelnarica;1900;zahtevna označena pot, lahko brezpotje;375
Veliki Babanski Skedenj;1056;delno zahtevna neoznačena pot;210
Veliki Draški vrh;903;delno zahtevna neoznačena pot;180
Veliki Draški vrh;940;zahtevna označena pot, delno zahtevna neoznačena pot;210
Veliki Draški vrh;930;delno zahtevna neoznačena pot;200
Veliki Draški vrh;1200;zahtevna označena pot, delno zahtevna neoznačena pot;255
Veliki Draški vrh;903;zahtevno brezpotje;195
Veliki Draški vrh;1080;delno zahtevna neoznačena pot;215
Veliki Draški vrh;1195;delno zahtevna neoznačena pot;235
Veliki Draški vrh;1370;zahtevna označena pot, delno zahtevna neoznačena pot;255
Veliki Draški vrh;1875;zahtevna označena pot, delno zahtevna neoznačena pot;340
Veliki Draški vrh;1695;delno zahtevna neoznačena pot;320
Veliki Lemež;1460;zahtevno brezpotje;270
Veliki Lemež;1710;zahtevno brezpotje;360
Veliki Oltar;1680;zelo zahtevno brezpotje;360
